"","X","country","description","designation","points","price","province","region_1","region_2","variety","winery"
"597",117999,"US","The name doesn't exactly roll off the tongue, but this is a pretty good wine. Smooth and velvety, with earth-tinged berry, coffee and spice flavors, this gets better as it warms and breathes in the glass.","SyrCab",89,32,"California","Sonoma Valley","Sonoma","Syrah-Cabernet","B.R. Cohn"
"598",16175,"US","Carignan takes the lead here, composing roughly two-thirds of the blend. Young, tart, still primary and chewy on the palate, this subtle, expressive wine displays an underlying minerality backing pie cherry fruit.","",88,25,"Washington","Columbia Valley (WA)","Columbia Valley","Carignan-Grenache","Syncline"
"599",38086,"US","Once again Zach's ladder is entirely sourced from Red Mountain fruit, including Klipsun and Ciel du Cheval. It's half Syrah and half Cabernet Sauvignon, with a splash of Petit Verdot. Fruity and forward in this cooler vintage, it shows lush red berry flavors with a kiss of cocoa. Tangy and satisfying.","Zachary's Ladder",89,30,"Washington","Columbia Valley (WA)","Columbia Valley","Cabernet-Syrah","Gorman"
"600",56645,"US","Some high-toned floral highlights liven up the nose, and the sweet fruit shows blueberry and blackberry. Still stiff and tannic, it's edged with an earthy, herbal character highlighted with some sweet baking spices from the oak. Nice detail and good management of oak and tannins; this is a wine to study and savor.","Final-Final",91,25,"Washington","Columbia Valley (WA)","Columbia Valley","Cabernet-Syrah","Efeste"
"601",118797,"US","Deep purple/black, it explodes into lush fruit flavors of tangy boysenberry, blackberry, black cherry and cassis, with a smoky black licorice streak woven through. The tannin management is exceptional here—firm and substantial, without any bitter or green aspect. This is a supple, powerful, and ageworthy wine with depth and muscle unusual in this price range.","Final-Final",92,25,"Washington","Columbia Valley (WA)","Columbia Valley","Cabernet-Syrah","Efeste"
"602",16445,"US","This 50/50 blend brings a bowl full of sweet cherry fruit to the nose; it's hard to resist after the first sniff. There's plenty of glycerin and a lushness to the mouthfeel, and the fruit flavors pile on sweet streaks of cherry, plum and raisin. Much of the pleasure is right up front, and the wine turns a bit stiff and stemmy as it heads down the back stretch.","",87,20,"Washington","Washington","Washington Other","Cabernet-Syrah","Latah Creek"
"603",99695,"US","Some high-toned floral highlights liven up the nose, and the sweet fruit shows blueberry and blackberry. Still stiff and tannic, it's edged with an earthy, herbal character highlighted with some sweet baking spices from the oak. Nice detail and good management of oak and tannins; this is a wine to study and savor.","Final-Final",91,25,"Washington","Columbia Valley (WA)","Columbia Valley","Cabernet-Syrah","Efeste"
"604",53846,"US","A fascinating wine. Tastes sweet and finishes bone dry, offering rich, tangerine and honey flavors, accented with crisp acidity. Nice as a cocktail sipper, and will play well with Asian fare.","",90,13,"California","Anderson Valley","Mendocino/Lake Counties","Edelzwicker","Navarro"
"605",108896,"US","A fascinating wine. Tastes sweet and finishes bone dry, offering rich, tangerine and honey flavors, accented with crisp acidity. Nice as a cocktail sipper, and will play well with Asian fare.","",90,13,"California","Anderson Valley","Mendocino/Lake Counties","Edelzwicker","Navarro"
"606",16496,"US","A fascinating wine. Tastes sweet and finishes bone dry, offering rich, tangerine and honey flavors, accented with crisp acidity. Nice as a cocktail sipper, and will play well with Asian fare.","",90,13,"California","Anderson Valley","Mendocino/Lake Counties","Edelzwicker","Navarro"
"607",59238,"US","This Gewürztraminer-like wine is very acidic, with a prickly mouthfeel, but that's just fine given the right foods, like sausages or a rich paté. The spicy, peach and fig flavors could be more concentrated, though.","",84,18,"California","Santa Barbara County","Central Coast","Traminer","Mosby"
"608",110238,"US","This Gewürztraminer-like wine is very acidic, with a prickly mouthfeel, but that's just fine given the right foods, like sausages or a rich paté. The spicy, peach and fig flavors could be more concentrated, though.","",84,18,"California","Santa Barbara County","Central Coast","Traminer","Mosby"
"609",16574,"US","Smells distinctively spicy, throwing off a huge bouquet of cinnamon, clove and nutmeg, along with apricots and honey. In the mouth, it is sweet and simple.","Frank Johnson Vineyards Late Harvest",84,19,"California","Dry Creek Valley","Sonoma","Traminer","Roshambo"
"610",114018,"US","Pretty much a basic Gewürz, but the flavors are on the thin, watery side. Yet this wine is clean and dry. If only it had greater fruity concentration.","",82,18,"California","Santa Barbara County","Central Coast","Traminer","Mosby"
"611",143208,"US","Pretty much a basic Gewürz, but the flavors are on the thin, watery side. Yet this wine is clean and dry. If only it had greater fruity concentration.","",82,18,"California","Santa Barbara County","Central Coast","Traminer","Mosby"
"612",54408,"US","A lovely dessert wine in almost every respect. It's crisp in acidity and has complex, somewhat oxidized or Madeira-like flavors of oranges, tapioca and vanilla. Could be a little more focused and intense, but very fine, although it calls for a certain appreciation of this oxidative quality.","Ancient Vine Angelica",89,130,"California","Sta. Rita Hills","Central Coast","Debit","Gypsy Canyon"
"613",16818,"US","A lovely dessert wine in almost every respect. It's crisp in acidity and has complex, somewhat oxidized or Madeira-like flavors of oranges, tapioca and vanilla. Could be a little more focused and intense, but very fine, although it calls for a certain appreciation of this oxidative quality.","Ancient Vine Angelica",89,130,"California","Sta. Rita Hills","Central Coast","Debit","Gypsy Canyon"
"614",109488,"US","A lovely dessert wine in almost every respect. It's crisp in acidity and has complex, somewhat oxidized or Madeira-like flavors of oranges, tapioca and vanilla. Could be a little more focused and intense, but very fine, although it calls for a certain appreciation of this oxidative quality.","Ancient Vine Angelica",89,130,"California","Sta. Rita Hills","Central Coast","Debit","Gypsy Canyon"
"615",111188,"US","Here's something a little different. It's very dry, with interesting tobacco, white pepper, sage and citrus flavors that have a depth and complexity that makes this wine special. Try as an alternative to Sauvignon Blanc.","",88,16,"California","Santa Barbara County","Central Coast","Cortese","Mosby"
"616",67358,"US","Here's something a little different. It's very dry, with interesting tobacco, white pepper, sage and citrus flavors that have a depth and complexity that makes this wine special. Try as an alternative to Sauvignon Blanc.","",88,16,"California","Santa Barbara County","Central Coast","Cortese","Mosby"
"617",149888,"US","Here's something a little different. It's very dry, with interesting tobacco, white pepper, sage and citrus flavors that have a depth and complexity that makes this wine special. Try as an alternative to Sauvignon Blanc.","",88,16,"California","Santa Barbara County","Central Coast","Cortese","Mosby"
"618",17043,"US","Crisp and fruity, this has fig, citrus, apricot and honeysuckle flavors. It seems sweeter than in the past, with a sugary finish, but the acidity helps a great deal to balance that out.","",85,18,"California","Santa Barbara County","Central Coast","Cortese","Mosby"
"619",99663,"US","Crisp and fruity, this has fig, citrus, apricot and honeysuckle flavors. It seems sweeter than in the past, with a sugary finish, but the acidity helps a great deal to balance that out.","",85,18,"California","Santa Barbara County","Central Coast","Cortese","Mosby"
"620",38020,"US","The Cabernet Franc matches well with the Merlot in this blend. Dark fruits and polished tannins elevate this well-defined wine. It has no frills but plenty of flavor.","Two Vines",87,8,"Washington","Columbia Valley (WA)","Columbia Valley","Merlot-Cabernet","Columbia Crest"
"621",20934,"US","An honest effort that tastes as the these varieties should taste. Light red-fruit flavors suggest brambly berries and cranberries with an undertone of forest floor and wild mushroom. Acids taste natural, tannins are proportional, and the mouthfeel is charmingly Bordeaux-like.","Two Vines",87,8,"Washington","Washington","Washington Other","Merlot-Cabernet","Columbia Crest"
"622",45811,"US","It is amazing that 134,000 cases of this budget bottling can be made to this level of quality. From a classic vintage, it's structured and substantial, overcoming the somewhat overdone vanilla flavors with great fruit and firm acids.","Two Vines",86,8,"Washington","Columbia Valley (WA)","Columbia Valley","Merlot-Cabernet","Columbia Crest"
"623",77997,"US","Palisade remains principally Merlot, with a little Cabernet Sauvignon also in the blend. Smoky and focused, it's a riot of loganberry, blueberry and other blue and purple fruits. The tangy mouthfeel brings in streaks of coffee and mineral, with a tart, elegant finish.","Palisade",92,25,"Washington","Columbia Valley (WA)","Columbia Valley","Merlot-Cabernet","Soos Creek"
"624",100577,"US","The Two Vines lineup consistently offers some of the best value wines made in Washington, but this is not their best effort. It's thin to the point of watery, with rather sharp, acidic fruit tasting mildly of cherry candy. There's no weight beyond that; it's clean and one-dimensional, a one-note red wine.","Two Vines",83,8,"Washington","Columbia Valley (WA)","Columbia Valley","Merlot-Cabernet","Columbia Crest"
"625",21867,"US","With nearly 20% residual sugar, this wine is enormously sweet in honey and black cherry flavors, balanced by brilliant acidity. It's delicious and savory and so easy to like. For something unusual, try with a runny cheese, like a soft Gorgonzola.","Elysium",92,21,"California","California","California Other","Black Muscat","Quady"
"626",133824,"US","Very sweet in black cherry and chocolate flavors, basically a Port-style wine, yet too soft, with a melted candybar feeling. Would benefit from greater acidic structure, but it sure is delicious.","Elysium",86,24,"California","California","California Other","Black Muscat","Quady"
"627",99092,"US","For an after-dinner sipper, the last drink of the night, try this sweetly soft, liqueury dessert wine. The intense flavors are of cassis, anisette, Kahlua and caramel. There's something sexy and sensual about the pure velvet mouthfeel.","",92,38,"California","Amador County","Sierra Foothills","Black Muscat","Miraflores"
"628",122042,"US","For an after-dinner sipper, the last drink of the night, try this sweetly soft, liqueury dessert wine. The intense flavors are of cassis, anisette, Kahlua and caramel. There's something sexy and sensual about the pure velvet mouthfeel.","",92,38,"California","Amador County","Sierra Foothills","Black Muscat","Miraflores"
"629",40944,"US","A beautiful dessert wine that should influence consumers to rediscover the category. Almost as dark as a red wine, it's soft in texture and extraordinarily sweet, with intense essence of tangerine and raspberry flavors. Hard to exaggerate the deliciousness factor. Good value in a full 750-milliliter bottle.","Elysium",91,25,"California","California","California Other","Black Muscat","Quady"
"630",62124,"US","From this Italian variety comes a light, pleasant wine, with floral, citrus and vanilla aromas. It's pretty rich, with an explosion of citrus fruits and a thick, glyceriney texture.","",84,14,"California","Mendocino","Mendocino/Lake Counties","Arneis","Enotria"
"631",34995,"US","Made in a seemingly off-dry style, this offers simple but pleasant apricot, peach and white flower flavors, with bright acidity. It's tastes similar to Pinot Grigio in many respects.","",84,16,"California","California","California Other","Arneis","Jacuzzi"
"632",76354,"US","For those unfamiliar with Arneis, it's a little like Sauvignon Blanc or Pinot Grigio, with citrus, apple and kiwi flavors. It's also high in acidity and dry, making it ideal as a cocktail sipper with savory small appetizers.","Honea Vineyard",88,18,"California","Santa Ynez Valley","Central Coast","Arneis","Palmina"
"633",56164,"US","For those unfamiliar with Arneis, it's a little like Sauvignon Blanc or Pinot Grigio, with citrus, apple and kiwi flavors. It's also high in acidity and dry, making it ideal as a cocktail sipper with savory small appetizers.","Honea Vineyard",88,18,"California","Santa Ynez Valley","Central Coast","Arneis","Palmina"
"634",17704,"US","For those unfamiliar with Arneis, it's a little like Sauvignon Blanc or Pinot Grigio, with citrus, apple and kiwi flavors. It's also high in acidity and dry, making it ideal as a cocktail sipper with savory small appetizers.","Honea Vineyard",88,18,"California","Santa Ynez Valley","Central Coast","Arneis","Palmina"
"635",76882,"US","A beautifully rich and complex wine showing the orange flavors of the variety, and the crisp acidity of its cool-climate origin. Feels authoritative and clean in the mouth, almost the perfect cocktail sipper. But it will also be great with salty foods, like ham, chorizo, sausages.","Estate",88,19,"California","Anderson Valley","Mendocino/Lake Counties","Muscat Blanc","Navarro"
"636",78325,"US","Smooth, balanced and lingering, this is sippable by itself after a big meal, and it can also pair well with strong cheeses, dark chocolates or stone-fruit-based desserts that are layered with crème Anglaise. This selection also comes in 375-ml bottles.","Cluster Select Late Harvest",94,59,"California","Anderson Valley","Mendocino/Lake Counties","Muscat Blanc","Navarro"
"637",45490,"US","A very easy-drinking white from Newsome Harlow that's mostly Muscat Blanc à Petit Grains (75%) with 15% Viognier and 10% Sauvignon Blanc, whole-cluster pressed and fermented in stainless steel. Fermented dry, though the finish definitely veers a tad sweet, the wine is full of aromatic apricot and peach with spice notes throughout, a full body and plenty of acidity.","",88,20,"California","Calaveras County","Sierra Foothills","Muscat Blanc","Newsome-Harlow"
"638",30431,"US","Lots of delicious orange flavor in this pretty wine. It's overtly sweet, but a too soft for comfort.","Timber Crest Vineyard",85,20,"California","Dry Creek Valley","Sonoma","Muscat Blanc","Kokomo"
"639",17902,"US","A beautifully rich and complex wine showing the orange flavors of the variety, and the crisp acidity of its cool-climate origin. Feels authoritative and clean in the mouth, almost the perfect cocktail sipper. But it will also be great with salty foods, like ham, chorizo, sausages.","Estate",88,19,"California","Anderson Valley","Mendocino/Lake Counties","Muscat Blanc","Navarro"
"640",81646,"US","This is supposedly the same grape that makes French Muscadet, though its place in Oregon history remains a bit muddled. This has flavors that map to that wine, however: high acid, green apple and some textural minerality.","Melon de Bourgogne",85,18,"Oregon","Yamhill-Carlton District","Willamette Valley","Melon","Macindoe"
"641",18886,"US","This is supposedly the same grape that makes French Muscadet, though its place in Oregon history remains a bit muddled. This has flavors that map to that wine, however: high acid, green apple and some textural minerality.","Melon de Bourgogne",85,18,"Oregon","Yamhill-Carlton District","Willamette Valley","Melon","Macindoe"
"642",19286,"US","A beautiful, bargain-priced blend of Tinta Roriz (aka Tempranillo), Touriga Nacional, Touriga Francesa and Alvarelhão. Violet and jasmine perfumed, this wine is so, so pretty with just a stunning nose. In taste, there's raspberry, strawberry and lilting layers of pepper and herbs. An intriguing wine well worth trying, made by Morgan Winery Winegrower Dan Lee.","Rio Tinto, Silvaspoons Vineyard",90,16,"California","Alta Mesa","Central Valley","Tempranillo Blend","Lee Family Farm"
"643",128631,"US","This blend of 86% Tempranillo and 14% Graciano has sour cherry candy flavors, in a light-bodied, silky texture. It's bone dry with some unripeness.","Solea",84,34,"California","Central Coast","Central Coast","Tempranillo Blend","Bodegas Paso Robles"
"644",77336,"US","A beautiful, bargain-priced blend of Tinta Roriz (aka Tempranillo), Touriga Nacional, Touriga Francesa and Alvarelhão. Violet and jasmine perfumed, this wine is so, so pretty with just a stunning nose. In taste, there's raspberry, strawberry and lilting layers of pepper and herbs. An intriguing wine well worth trying, made by Morgan Winery Winegrower Dan Lee.","Rio Tinto, Silvaspoons Vineyard",90,16,"California","Alta Mesa","Central Valley","Tempranillo Blend","Lee Family Farm"
"645",22148,"US","It may just be that this 84% Tempranillo blend (plus 12% Graciano, 4% Garnacha) needs some more time in bottle to develop, in which case it will only get better. In the meantime it has undeniable juicy, red fruit, grippy tannins that are just starting to mellow and is overall a very savory and delicious wine. Fermented as a field blend, The Spaniard mingled for months in all-new French oak and would go gangbusters with lamb or other red meats.","The Spaniard",91,49,"California","Calaveras County","Sierra Foothills","Tempranillo Blend","Twisted Oak"
"646",50691,"US","This blend of 86% Tempranillo and 14% Graciano has sour cherry candy flavors, in a light-bodied, silky texture. It's bone dry with some unripeness.","Solea",84,34,"California","Central Coast","Central Coast","Tempranillo Blend","Bodegas Paso Robles"
"647",136315,"US","The name is a combination of eiswein and Scheurebe, the German variety. The grapes were artificially frozen. The wine is exceptionally sweet, with residual sugar of 21.5%, but balanced by crisp acidity, and the alcohol is amazingly low at 7.6%. Flavorwise, it's all about apricot preserves and vanilla. Hard to imagine anyone not liking this delicious dessert wine.","Eisrébe",92,50,"California","Napa Valley","Napa","Scheurebe","Joseph Phelps"
"648",119496,"US","Made from the exotic Scheurebe grape, this is a very sweet wine, brimming with pineapple jam, ripe pear and honeysuckle flavors, with an oily, glyceriney fatness. It's balanced with crisp acidity, so the finish is dry and clean. Just delicious now with fruity desserts, vanilla cake or a buttery lemon soufflé.","Eisrébe",95,50,"California","Napa Valley","Napa","Scheurebe","Joseph Phelps"
"649",68545,"US","The name is a combination of eiswein and Scheurebe, the German variety. The grapes were artificially frozen. The wine is exceptionally sweet, with residual sugar of 21.5%, but balanced by crisp acidity, and the alcohol is amazingly low at 7.6%. Flavorwise, it's all about apricot preserves and vanilla. Hard to imagine anyone not liking this delicious dessert wine.","Eisrébe",92,50,"California","Napa Valley","Napa","Scheurebe","Joseph Phelps"
"650",113605,"US","The name is a combination of eiswein and Scheurebe, the German variety. The grapes were artificially frozen. The wine is exceptionally sweet, with residual sugar of 21.5%, but balanced by crisp acidity, and the alcohol is amazingly low at 7.6%. Flavorwise, it's all about apricot preserves and vanilla. Hard to imagine anyone not liking this delicious dessert wine.","Eisrébe",92,50,"California","Napa Valley","Napa","Scheurebe","Joseph Phelps"
"651",19446,"US","Made from the exotic Scheurebe grape, this is a very sweet wine, brimming with pineapple jam, ripe pear and honeysuckle flavors, with an oily, glyceriney fatness. It's balanced with crisp acidity, so the finish is dry and clean. Just delicious now with fruity desserts, vanilla cake or a buttery lemon soufflé.","Eisrébe",95,50,"California","Napa Valley","Napa","Scheurebe","Joseph Phelps"
"652",48654,"US","This Tempranillo and Cabernet Sauvignon blend has rich blackberry, cherry, currant, licorice and sandalwood flavors. It's dry and quite acidic, with a tart, clean mouthfeel and a silky texture. Drink now.","Viva Yo",86,24,"California","Central Coast","Central Coast","Tempranillo-Cabernet Sauvignon","Bodegas Paso Robles"
"653",138403,"US","Another vineyard owned by Cayuse's Christophe Baron, it delivers intense, focused, concentrated, full-flavored fruit from which this Tempranillo-Cabernet blend is crafted. Dried fruits, citrus, green berries and notes of candied pineapple, lime slices and even ham drift across the palate in an amazing progression of delightful surprises.","El Jefe – En Chamberlin Vineyard Red",93,55,"Washington","Walla Walla Valley (WA)","Columbia Valley","Tempranillo-Cabernet Sauvignon","K Vintners"
"654",82076,"US","Likeable for its dryness, and the discrete balance of black currant and dried cherry fruit with earth and mineral tones. The mouthfeel is a little fierce in acidity, though.","Viva Yo",85,28,"California","Central Coast","Central Coast","Tempranillo-Cabernet Sauvignon","Bodegas Paso Robles"
"655",25644,"US","This Tempranillo and Cabernet Sauvignon blend has rich blackberry, cherry, currant, licorice and sandalwood flavors. It's dry and quite acidic, with a tart, clean mouthfeel and a silky texture. Drink now.","Viva Yo",86,24,"California","Central Coast","Central Coast","Tempranillo-Cabernet Sauvignon","Bodegas Paso Robles"
"656",128336,"US","Likeable for its dryness, and the discrete balance of black currant and dried cherry fruit with earth and mineral tones. The mouthfeel is a little fierce in acidity, though.","Viva Yo",85,28,"California","Central Coast","Central Coast","Tempranillo-Cabernet Sauvignon","Bodegas Paso Robles"
"657",134200,"US","From a variety with a reputation for rusticity, this Carignan is from a vineyard interspersed with Zinfandel, Barbera, and perhaps other varieties. It's nice that Pellegrini is treating it with dignity, but the limitation is in the grapes themselves. The wine is ripe and juicy, but overly soft, with rustic tannins.","Old Vines",84,18,"California","Redwood Valley","Mendocino/Lake Counties","Carignan","Pellegrini"
"658",64364,"US","Rustically structured, with a soft, scoury mouthfeel and rather sweet, jammy flavors of cherries, mocha and spices. Drink now.","Evangelho Vineyard",84,26,"California","Contra Costa County","Central Coast","Carignan","Artezin"
"659",113508,"US","Cherries, cherries, cherries—the fruit goes on and on in this dry, soft, velvety wine. It's nothing complicated, but entirely pleasant, so easy to like with, say, penne and sausage.","Ancient Vines",85,16,"California","Contra Costa County","Central Coast","Carignan","Cline"
"660",44894,"US","Made by Paso Robles-based Ranchero from old vine Carignan grown in Mendocino's Redwood Valley, this still-young rendition of this rough and tumble Old World grape is densely rich and textured with aromas of blackberry and blueberry, clove and tobacco, with a nice kick on the finish. Winemaker/owner Amy Butler also makes the Edward Sellers wines from Paso Robles.","Old Vines",88,28,"California","Mendocino County","Mendocino/Lake Counties","Carignan","Ranchero Cellars"
"661",134718,"US","Cherries, cherries, cherries—the fruit goes on and on in this dry, soft, velvety wine. It's nothing complicated, but entirely pleasant, so easy to like with, say, penne and sausage.","Ancient Vines",85,16,"California","Contra Costa County","Central Coast","Carignan","Cline"
"662",85511,"US","Delicious, offering an orchard of oranges and peaches, made even richer with honeysuckle, buttered toast and vanilla notes. Fine acidity makes the flavors bright and clean. The blend is 75% Viognier and 25% Marsanne.","",90,28,"California","Paso Robles","Central Coast","Viognier-Marsanne","Calcareous"
"663",20393,"US","Mixed and unintegrated scents of cracker, mint, apple and soap lead into a fruity wine of modest proportions.","",85,16,"Oregon","Rogue Valley","Southern Oregon","Viognier-Marsanne","William Augustus"
"664",83093,"US","Mixed and unintegrated scents of cracker, mint, apple and soap lead into a fruity wine of modest proportions.","",85,16,"Oregon","Rogue Valley","Southern Oregon","Viognier-Marsanne","William Augustus"
"665",78716,"US","Barrel fermented and left on the lees for 10 months, this fruity, fleshy, creamy wine tastes of citrus (oranges) and tropical (banana) fruits, and still shows the unresolved tannins from the barrels. It's slightly bitter as a result, and will profit from additional bottle age or decanting.","",86,16,"Oregon","Rogue Valley","Southern Oregon","Viognier-Marsanne","Wiliam Augustus"
"666",76664,"US","Calcareous's regular Viognier and Chardonnay are very good wines, but somehow, this blend of both of them is better. The Viognier is un-oaked, while the Marsanne was fermented and aged in half new French oak. The flavors are elaborate and exotic, of ripe tropical fruits and honey, yet the wine is crisp and refreshingly dry.","",91,28,"California","Paso Robles","Central Coast","Viognier-Marsanne","Calcareous"
"667",84238,"US","This unusual offering is a cross of two hybrids: Schuyler and Seyval Blanc. It immediately shows noticeable sweetness, opening with sugary flavors of honey and orange marmalade. Once in the mouth the acids kick in, and the wine turns tart.","Estate Grown",84,19,"Oregon","Umpqua Valley","Southern Oregon","Cayuga","Girardet"
"668",20638,"US","This unusual offering is a cross of two hybrids: Schuyler and Seyval Blanc. It immediately shows noticeable sweetness, opening with sugary flavors of honey and orange marmalade. Once in the mouth the acids kick in, and the wine turns tart.","Estate Grown",84,19,"Oregon","Umpqua Valley","Southern Oregon","Cayuga","Girardet"
"669",75944,"US","This is lightly aromatic with notes of wheat, apricot and herbs. It's off dry with the concentration fading on the back half.","Estate Grown",84,23,"Oregon","Umpqua Valley","Southern Oregon","Cayuga","Girardet"
"670",26486,"US","Rich, almost unctuous, with a lush, lanolin mouthfeel, this is a passionfruit creamsicle of a wine. The fruit is a seductive and generous mix of peach, Asian pear and tropical; the alcohol a full-bodied 14.5%. The Roussanne part (58% of the blend) is barrel fermented; the Viognier done in stainless. Blended together they harmonize beautifully.","Slice of Pape Blanc",94,30,"Washington","Columbia Valley (WA)","Columbia Valley","Viognier-Roussanne","Tranche"
"671",22419,"US","Sharp, phenolic and edgy, with bright fruit and intensity, this southern Rhône blend brings in a lush mix of Meyer lemon, tangerine, orange peel, pink grapefruit, and even a little pineapple. With a bit more bottle age, the sharpness should smooth over.","Le Deuce",92,22,"Washington","Columbia Valley (WA)","Columbia Valley","Viognier-Roussanne","Darby"
"672",25628,"US","Yellow/gold, lightly honeyed, with a yeasty character. Peach pit and nectarine, with a finishing touch of Meyer lemon, add length and some complexity. Drink soon.","",87,20,"Oregon","Columbia Valley (OR)","Oregon Other","Viognier-Roussanne","Seven of Hearts"
"673",52826,"US","Rich, almost unctuous, with a lush, lanolin mouthfeel, this is a passionfruit creamsicle of a wine. The fruit is a seductive and generous mix of peach, Asian pear and tropical; the alcohol a full-bodied 14.5%. The Roussanne part (58% of the blend) is barrel fermented; the Viognier done in stainless. Blended together they harmonize beautifully.","Slice of Pape Blanc",94,30,"Washington","Columbia Valley (WA)","Columbia Valley","Viognier-Roussanne","Tranche"
"674",126578,"US","Yellow/gold, lightly honeyed, with a yeasty character. Peach pit and nectarine, with a finishing touch of Meyer lemon, add length and some complexity. Drink soon.","",87,20,"Oregon","Columbia Valley (OR)","Oregon Other","Viognier-Roussanne","Seven of Hearts"
"675",88788,"US","Clean and dry, but unbalanced, with raisin skin tannins that make the wine feel harsh and astringent. The addition of Viognier to the Syrah adds citrusy acids to the black currants. Needs greater richness.","Le Reflexion",84,55,"California","Santa Ynez Valley","Central Coast","Syrah-Viognier","Millésimé"
"676",23972,"US","Amazing how the addition of just 3% of Viognier lifts the winery's Syrah and makes this wine so fine. The white variety's citrusy acidity and lime flavor uplifts and brightens Syrah's blackberry and blueberry fruit, giving the wine a zesty punch. Drink now for it's freshness.","Syrafina Estate Grown",92,42,"California","Dry Creek Valley","Sonoma","Syrah-Viognier","Montemaggiore"
"677",136488,"US","Clean and dry, but unbalanced, with raisin skin tannins that make the wine feel harsh and astringent. The addition of Viognier to the Syrah adds citrusy acids to the black currants. Needs greater richness.","Le Reflexion",84,55,"California","Santa Ynez Valley","Central Coast","Syrah-Viognier","Millésimé"
"678",80100,"US","A blend of Syrah and 7% Viognier, this has a tremendous perfume on the nose. Mouth-filling and savory, it is adorned with flavors of mushroom, earth and black raspberry. Cellar this for a while, or enjoy it now with roasted game served in a mushroom ragout.","The Brawler",92,36,"California","Calaveras County","Sierra Foothills","Syrah-Viognier","Prospect 772"
"679",36158,"US","A stunning Syrah with 4% Viognier that's almost black in color and aching with deep, dark cherry and black licorice surrounded by a lush, dense herb garden. This is a heavy, rich California Syrah, practically a velvet curtain, that will appeal to Rhône aficionados and anyone with a taste for something big, accentuated by a smoky finish.","The Brawler",93,36,"California","Calaveras County","Sierra Foothills","Syrah-Viognier","Prospect 772"
"680",120385,"US","Soft and simple, with vegetal flavors that break into cherries and Porty raisins.","La Seduzione",80,30,"California","Central Coast","Central Coast","Lagrein","Mosby"
"681",24108,"US","Unrelieved in acidity and dryness, this red wine is hard to like. The flavors are of slightly bitter, shriveled berries. It's not flawed, just made in this style.","La Seduzione",82,30,"California","California","California Other","Lagrein","Mosby"
"682",41238,"US","Unrelieved in acidity and dryness, this red wine is hard to like. The flavors are of slightly bitter, shriveled berries. It's not flawed, just made in this style.","La Seduzione",82,30,"California","California","California Other","Lagrein","Mosby"
"683",30336,"US","Nearly opaque in darkness, this extremely rare wine grape, originally from Italy's Alto Adige, delivers aromas of charred and juicy roasted game, blackberry-mint syrup and balsamic figs. It's not quite so showy on the palate at first, but then a violety, blueberry and rose petal character emerges, along with Earl Grey tea elements and a decently grippy tannic structure. It's quite intriguing.","Joughlin Vineyard",92,32,"California","Santa Ynez Valley","Central Coast","Lagrein","Santa Barbara Winery"
"684",119268,"US","Unrelieved in acidity and dryness, this red wine is hard to like. The flavors are of slightly bitter, shriveled berries. It's not flawed, just made in this style.","La Seduzione",82,30,"California","California","California Other","Lagrein","Mosby"
"685",24448,"US","A superrich, fantastically sweet wine. It's clean and crisp with acidity, and wildly extravagant in orange, apricot, vanilla, butterscotch and white chocolate notes. California's equivalent of a white Port, and a perfect pairing for cheesecake.","",92,25,"California","California","California Other","Black Monukka","Rotta"
"686",42718,"US","A superrich, fantastically sweet wine. It's clean and crisp with acidity, and wildly extravagant in orange, apricot, vanilla, butterscotch and white chocolate notes. California's equivalent of a white Port, and a perfect pairing for cheesecake.","",92,25,"California","California","California Other","Black Monukka","Rotta"
"687",40687,"US","Years ago Rotta released a very fine wine from this rare variety they labeled Sherry, and this wine does have a sweet Amontillado, almost Oloroso taste. It's deeply colored in copper and gold, with overtly sweet, honeyed flavors of pineapple brûlée and vanilla fudge. The alcohol weighs in at 19%.","",90,25,"California","California","California Other","Black Monukka","Rotta"
"688",120568,"US","A superrich, fantastically sweet wine. It's clean and crisp with acidity, and wildly extravagant in orange, apricot, vanilla, butterscotch and white chocolate notes. California's equivalent of a white Port, and a perfect pairing for cheesecake.","",92,25,"California","California","California Other","Black Monukka","Rotta"
"689",24601,"US","Sweetly floral, this concentrated and penetrating wine, from some special old-vine plantings on Snipes Mountain, smells and tastes like fancy perfume in a wine bottle. Though not sweet, it could certainly be served as a dessert wine, given its exotic character.","Upland Vineyard",90,16,"Washington","Snipes Mountain","Columbia Valley","Morio Muskat","Smasne Cellars"
"690",143373,"US","What on earth, you may wonder, is Morio Muskat? Not a Muscat at all—it's a hybrid cross of Sylvaner and Pinot Blanc. Off-dry and full of ripe peachy fruit flavors, it rises above plodder status with a sweet, lifted honeysuckle finish. Pair with soft cow's cheese and a hot summer day.","",85,7,"Washington","Washington","Washington Other","Morio Muskat","Covey Run"
"691",145655,"US","This oddball grape is a German hybrid cross between Sylvaner and Pinot Blanc, and has nothing to do with Muscat (hence the ""k""). Intense, concentrated aromas of tangerine, kiwi and orange, with a noticeable foxiness. Ripe fruit, big flavors, and a lot of weight on the palate.","",84,18,"Washington","Yakima Valley","Columbia Valley","Morio Muskat","Covey Run"
"692",115987,"US","How dark this wine pours, with a purple glycerine that stains the glass. Aromatically, it's a powerhouse with heaps of violets, blackberry jam, raw meat and caramelly vanilla. In the mouth, acidity hits first, then fruit, and then the tannins lock everything down. Powerful but immature. Hold until 2010.","",89,25,"California","Sta. Rita Hills","Central Coast","Dornfelder","Huber"
